DEB [20160308-01:45:01.479] thr=1   paramiko.transport: starting thread (client mode): 0x31c2048L
INF [20160308-01:45:01.493] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_5.3)
DEB [20160308-01:45:01.493] thr=1   paramiko.transport: kex algos:[u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20160308-01:45:01.493] thr=1   paramiko.transport: Ciphers agreed: local=aes128-ctr, remote=aes128-ctr
DEB [20160308-01:45:01.493] thr=1   paramiko.transport: using kex diffie-hellman-group14-sha1; server key type ssh-rsa; cipher: local aes128-ctr, remote aes128-ctr; mac: local hmac-sha1, remote hmac-sha1; compression: local none, remote none
DEB [20160308-01:45:01.525] thr=1   paramiko.transport: Switch to new keys ...
DEB [20160308-01:45:01.540] thr=2   paramiko.transport: Adding ssh-rsa host key for ctr-prd.bns: 24ae137473ffeca045acabb263fe31ad
DEB [20160308-01:45:01.556] thr=1   paramiko.transport: userauth is OK
INF [20160308-01:45:01.588] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20160308-01:45:01.602] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20160308-01:45:01.602] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20160308-01:45:01.602] thr=1   paramiko.transport: Secsh channel 0 opened.
